12866499,149423
6972894,149545
4850314,146414
3649332,46478
3082107,150500
2435119,150717
2243163,149980
1770962,150059
2890877,151219
2747230,150416
2539344,150425
2270677,150329
2435459,149653
2190183,150466
1915818,151141
2120630,151911
2605153,154724
2282390,153570
2124905,150859
2616170,149396
2176577,149816
1846720,149340
1977561,149818
1690087,150196
2204132,151916
2397209,150422
2045137,149811
2338985,150420
1986122,151085
1832535,152476
1837737,152760
1903477,152890
1958103,152225
1966808,153291
2083856,153369
1955201,154463
1913032,153528
1860830,151223
1704465,150151
1827623,150440
