13468613,154861
6612661,144828
4586961,142604
3587235,142331
2821135,142857
2375062,142651
2104681,142930
1865355,142872
2861691,142665
2624861,142351
2550220,143381
2256814,142830
2092375,143115
1955155,146203
1899237,146745
1991384,145648
2770578,146786
2385771,146318
2232311,145897
2052600,146575
1889717,146033
2004061,146286
2063179,146978
1801142,147243
2097453,147419
2285404,146100
2386003,146170
2017544,146034
1869613,145773
1879545,146635
2014126,146703
2200088,146732
2089103,147118
1958902,147320
2112789,145436
1903786,143843
1937354,144320
2061144,146218
1753145,147034
1678467,143399
