1,116508,397291,15686,28155,15972
1,233016,575084,31287,156412,32125
1,349524,1187429,46944,184501,48340
1,466032,1480899,62558,212240,64304
1,582540,1957341,78396,240980,80290
1,699048,2023938,94190,369198,96429
1,815556,2253825,109749,397144,112610
1,932064,2548983,125394,425153,128601
1,1048572,3169430,141361,552772,144609
2,116508,319552,15663,28124,15969
2,233016,606539,31311,156336,32119
2,349524,1194956,47100,184334,48295
2,466032,1277042,62604,212384,64346
2,582540,2078166,78568,342079,80366
2,699048,2140312,94234,369480,96525
2,815556,2173485,110050,397553,112594
2,932064,2453790,125571,526472,128705
2,1048572,3064540,141047,453861,144556
3,116508,315043,15676,28121,15959
3,233016,602814,31190,156610,32128
3,349524,1246434,46965,84193,48300
3,466032,1268144,62553,312573,64342
3,582540,1555228,78450,241158,80357
3,699048,1977995,94028,369814,96461
3,815556,2267016,109918,397307,112633
3,932064,3383415,125491,425332,128559
3,1048572,3405222,141299,553949,144699
4,116508,306320,15744,28140,15963
4,233016,697261,31222,156534,32086
4,349524,991367,47134,184346,48311
4,466032,1266590,62677,212683,64352
4,582540,1970239,78586,340647,80423
4,699048,2000318,94192,368920,96367
4,815556,2259619,109671,397289,112649
4,932064,3393762,125446,526082,128646
4,1048572,3324048,141448,454162,144595
5,116508,300670,15643,128478,15985
5,233016,576309,31299,56157,32169
5,349524,1001550,47092,84288,48342
5,466032,1279405,62737,212455,64300
5,582540,1575316,78392,240548,80346
5,699048,2236759,94204,369225,96443
5,815556,2844110,110231,397167,112738
5,932064,2635685,125575,525565,128580
5,1048572,2755788,141252,354811,144698
6,116508,296550,15646,28147,15971
6,233016,598193,31245,156236,32085
6,349524,890182,47040,184317,48338
6,466032,1793558,62604,212927,64299
6,582540,1892415,78483,240786,80411
6,699048,1848070,94106,268856,96477
6,815556,2131968,109961,396676,112679
6,932064,3212374,125555,425754,128579
6,1048572,2657486,141358,553546,144674
7,116508,287816,15637,28159,15978
7,233016,708276,31217,56095,32126
7,349524,960975,46954,184625,48351
7,466032,1676018,62786,214313,64312
7,582540,1601825,78296,241338,80731
7,699048,1863960,94210,369285,96493
7,815556,2373263,109967,397063,112755
7,932064,2374190,125515,525832,128606
7,1048572,3012318,141202,553690,144653
8,116508,298259,15699,28176,15985
8,233016,588191,31383,56130,32161
8,349524,1009568,46930,84250,48316
8,466032,1195864,62618,213045,64338
8,582540,1472157,78360,241161,80355
8,699048,1966142,94114,369062,96411
8,815556,2500964,109984,397337,112669
8,932064,2807211,125603,425814,128563
8,1048572,2855465,141127,454266,144724
9,116508,304153,15713,28159,15966
9,233016,600662,31213,156859,32106
9,349524,873624,47017,184853,48432
9,466032,1586008,62692,212555,64312
9,582540,1570957,78423,240450,80379
9,699048,1752226,94029,368318,96391
9,815556,2285877,109896,398141,112735
9,932064,2836853,125618,525793,128554
9,1048572,2625100,141197,554939,144745
10,116508,306005,15622,128895,15961
10,233016,586364,31238,56153,32149
10,349524,879167,47011,84277,48358
10,466032,1156327,62543,212788,64305
10,582540,1956267,78577,241200,80330
10,699048,1769432,94045,368818,96498
10,815556,2162690,109885,397734,112725
10,932064,2348321,125484,424837,128639
10,1048572,2869716,141325,553788,144520
11,116508,352028,15710,28158,15977
11,233016,791356,31431,156324,32139
11,349524,1184133,47050,184996,48294
11,466032,1367085,62634,212397,64309
11,582540,1701123,78223,341553,80361
11,699048,1754039,94171,369482,96504
11,815556,2463365,209940,397296,112717
11,932064,2463619,125716,425940,128630
11,1048572,2695711,141269,453424,144622
12,116508,354024,15567,28158,15965
12,233016,582741,31343,156285,32129
12,349524,875001,46996,184983,48324
12,466032,1710373,62628,212314,64302
12,582540,1475541,78412,240811,80366
12,699048,1727429,94271,268382,96465
12,815556,2096790,109864,396817,112642
12,932064,2621152,125580,426045,128656
12,1048572,2602230,141266,552996,144667
13,116508,303076,15672,128326,15959
13,233016,588816,31265,56084,32120
13,349524,903968,47033,84263,48296
13,466032,1174269,62580,212534,64262
13,582540,1658925,78407,240465,80367
13,699048,1964361,94289,369304,96479
13,815556,2419557,109967,397552,112706
13,932064,2712616,125507,425325,128456
13,1048572,2632014,141134,554226,144727
14,116508,320376,15745,128648,15980
14,233016,697487,31205,56114,32128
14,349524,864503,47079,184635,48334
14,466032,1183534,62737,212583,64307
14,582540,1454181,78445,341464,80709
14,699048,2244343,94085,268777,96423
14,815556,2452202,109801,397911,112644
14,932064,2421628,125556,424754,128627
14,1048572,2621087,141364,554001,144763
15,116508,318451,15625,28134,15983
15,233016,598284,31235,56103,32129
15,349524,938715,46978,184880,48346
15,466032,1859992,62763,212743,64329
15,582540,1567331,78305,340992,80381
15,699048,1781578,94233,369629,96529
15,815556,2053468,109857,397868,112736
15,932064,2350035,125574,425738,128453
15,1048572,3075952,141300,554059,144774
16,116508,305369,15616,28176,15961
16,233016,599684,31364,56122,32136
16,349524,1036927,46897,184868,48343
16,466032,1269037,62645,212357,64279
16,582540,1469057,78354,341320,80445
16,699048,1760613,94070,268554,96504
16,815556,2252527,110187,397170,112745
16,932064,2349455,125693,525523,128534
16,1048572,2929866,141275,452934,144686
17,116508,297338,15682,128811,15972
17,233016,698889,31370,156453,32106
17,349524,1043522,47081,184431,48270
17,466032,1177540,62615,312334,64318
17,582540,1469153,78463,241023,80325
17,699048,1775439,94214,369553,96507
17,815556,2799801,109912,397656,112688
17,932064,2447566,125486,525148,128666
17,1048572,2721450,141446,554348,144674
18,116508,314345,15707,128663,15972
18,233016,590953,31436,56084,32111
18,349524,895509,46947,185093,48349
18,466032,1183158,62595,213000,64343
18,582540,1736443,78421,240416,80259
18,699048,2312601,94225,168348,96475
18,815556,2642821,110233,397556,112698
18,932064,2464787,125515,526051,128593
18,1048572,3071820,141457,452595,144531
19,116508,305648,15632,28157,15976
19,233016,598351,31219,156959,32125
19,349524,966645,47128,185064,48342
19,466032,1296713,62535,212581,64243
19,582540,1738450,78318,241100,80340
19,699048,1871370,94246,269137,96519
19,815556,2303991,109861,397368,112685
19,932064,2670295,125618,424526,128617
19,1048572,2888539,141148,453151,144519
20,116508,411571,15744,28147,15965
20,233016,584396,31342,156323,32118
20,349524,865040,46996,184428,48340
20,466032,1291248,62651,212749,64370
20,582540,1529151,78295,241148,80374
20,699048,1784861,94086,369983,96514
20,815556,2155028,109801,397138,112576
20,932064,3621194,125494,425509,128708
20,1048572,2749199,141308,554051,144687
21,116508,515006,15620,28159,15976
21,233016,1101986,31264,56075,32095
21,349524,987514,47043,184608,48356
21,466032,1294928,62633,212730,64288
21,582540,1805452,78384,343026,80693
21,699048,1831874,94042,368922,96546
21,815556,2370392,109566,397002,112739
21,932064,3114211,125420,425640,128609
21,1048572,3316358,141214,554410,144745
22,116508,292220,15714,28149,15976
22,233016,622189,31205,56087,32110
22,349524,907323,47028,84670,48324
22,466032,1476613,62521,313330,64366
22,582540,2426051,78497,341736,80333
22,699048,1765030,94134,268929,96555
22,815556,2674384,109688,397434,112650
22,932064,2669106,125628,424882,128565
22,1048572,2838413,141170,453938,144743
23,116508,404165,15596,28161,15978
23,233016,1068618,31334,156264,32128
23,349524,1287700,47111,184540,48282
23,466032,1290276,62667,212689,64309
23,582540,1568729,78424,341184,80353
23,699048,2111388,94039,368960,96519
23,815556,2486405,109813,398166,112664
23,932064,2514815,125484,425342,128487
23,1048572,3127888,141230,453270,144748
24,116508,289339,15624,28128,15958
24,233016,694168,31294,156578,32130
24,349524,898392,47100,184937,48320
24,466032,1282816,62666,213043,64322
24,582540,2426521,78439,240688,80359
24,699048,2042792,94095,369247,96466
24,815556,2366710,110063,397638,112748
24,932064,2944042,125390,425140,128674
24,1048572,2839861,141494,452805,144665
25,116508,302245,15698,28116,15951
25,233016,705454,31230,156315,32133
25,349524,895675,46913,184566,48355
25,466032,1303192,62603,313065,64287
25,582540,1563894,78392,240796,80286
25,699048,1798370,94218,368912,96498
25,815556,2411377,109986,396892,112706
25,932064,2848826,125662,425145,128612
25,1048572,3314928,141331,453264,144710
26,116508,289398,15616,129054,16005
26,233016,908288,31219,156298,32156
26,349524,1063978,47026,184605,48341
26,466032,1166576,62672,212332,64345
26,582540,1456881,78219,240579,80307
26,699048,2436336,94129,368707,96549
26,815556,2253303,109794,396825,112660
26,932064,3111429,125621,525905,128690
26,1048572,3259320,141094,453538,144694
27,116508,379133,15647,129078,16063
27,233016,594509,31337,56115,32132
27,349524,1036050,47130,184566,48345
27,466032,1397466,62618,213000,64267
27,582540,1792990,78313,240948,80358
27,699048,1864935,94306,369824,96476
27,815556,2271738,110020,398046,112626
27,932064,2803044,125279,426053,128601
27,1048572,3309105,141343,553947,144675
28,116508,323461,15697,128917,15963
28,233016,781506,31475,56112,32134
28,349524,1103574,46922,184594,18446744073709499982
28,466032,1184019,62646,212408,64257
28,582540,2203261,78511,340637,80309
28,699048,2173564,94109,369955,96507
28,815556,2511552,109853,397689,112556
28,932064,2614457,125507,425578,128696
28,1048572,3088199,140936,453382,144713
29,116508,307729,15649,28166,15973
29,233016,588435,31339,156237,32129
29,349524,1008367,47015,185123,48366
29,466032,1272000,62576,212802,64258
29,582540,1944355,78359,240699,80335
29,699048,2084547,94200,369257,96483
29,815556,2449675,109918,397833,112634
29,932064,2738542,125519,424789,128575
29,1048572,2956714,141366,554710,145380
30,116508,294825,15622,28143,15978
30,233016,694787,31385,56156,32155
30,349524,885743,47017,184388,48349
30,466032,1390926,62659,312620,64303
30,582540,1643459,78327,340875,80455
30,699048,2399071,94316,369697,96585
30,815556,2228182,109908,297270,112598
30,932064,3241194,125384,526351,128696
30,1048572,3027558,141057,452965,144550
31,116508,290162,15794,128551,15966
31,233016,585525,31364,56057,32123
31,349524,1100127,47079,84274,48325
31,466032,1409933,62596,212940,64323
31,582540,1880100,78328,341230,80338
31,699048,1967831,94055,369682,96498
31,815556,2158988,109916,397404,112673
31,932064,2822597,125340,526710,129241
31,1048572,3012757,141126,554016,144728
32,116508,290939,15497,28165,15989
32,233016,703129,31356,56145,32119
32,349524,1232077,47097,185059,48330
32,466032,1174969,62585,212247,64310
32,582540,1508825,78408,341439,80390
32,699048,1792070,94190,369158,96584
32,815556,2057126,109936,397647,112681
32,932064,2325225,125482,525245,128582
32,1048572,3349727,141436,453597,144638
33,116508,307410,15672,28146,15977
33,233016,799292,31323,156314,32273
33,349524,992631,47028,184517,48273
33,466032,1295949,62597,213109,64341
33,582540,2441657,78177,341325,80364
33,699048,2193438,94284,369062,96590
33,815556,2046312,109848,397200,112656
33,932064,2632516,25652,525518,128681
33,1048572,2967917,141330,453571,144655
34,116508,301146,15602,28131,15963
34,233016,585594,31354,156676,32092
34,349524,879174,46917,184747,48338
34,466032,1522916,62639,212411,64328
34,582540,1461419,78431,341294,80345
34,699048,2326693,94073,369565,96544
34,815556,2193798,110004,396818,112630
34,932064,2351959,125525,525061,128581
34,1048572,2827038,141340,554896,144799
35,116508,321029,15684,28168,15983
35,233016,694084,31221,156730,32114
35,349524,993337,47139,185186,48324
35,466032,1278790,162661,212993,64327
35,582540,2110320,78301,341483,80383
35,699048,1762098,94211,268468,96494
35,815556,2059825,109845,397597,112686
35,932064,2874572,125527,425967,128563
35,1048572,3117133,141165,453833,144538
36,116508,295450,15697,128655,15965
36,233016,609009,31367,156175,32099
36,349524,1226567,46982,184554,48289
36,466032,1278590,62740,212858,64310
36,582540,1568991,78431,341746,80375
36,699048,1893015,94218,369832,96422
36,815556,2237529,109767,397373,112662
36,932064,2812325,125664,424953,128617
36,1048572,3196948,141355,452970,144682
37,116508,380194,15613,128974,15982
37,233016,1021372,31342,156767,32113
37,349524,883779,46939,184937,48363
37,466032,1175923,62558,212262,64348
37,582540,1567008,78411,342144,80346
37,699048,1876507,94224,369825,96458
37,815556,2061341,109778,396810,112654
37,932064,3194959,125620,425320,128528
37,1048572,2720528,141256,453939,144630
38,116508,298085,15708,28159,15975
38,233016,593131,31207,56156,32152
38,349524,895768,46990,184311,48338
38,466032,1537513,62633,213175,64616
38,582540,1912812,78433,240849,80407
38,699048,1837470,94188,368629,96436
38,815556,2485549,110080,397897,112700
38,932064,2578712,125742,425585,128647
38,1048572,2760083,141215,554049,144601
39,116508,302091,15621,128671,15998
39,233016,588532,31255,56146,32128
39,349524,904618,47227,185040,48370
39,466032,1591335,62713,212516,64306
39,582540,1540806,78459,240859,80378
39,699048,1923505,94182,268587,96464
39,815556,2561595,110036,397573,112753
39,932064,2335010,125639,425463,128603
39,1048572,2912145,141253,453374,144850
40,116508,306900,15677,128793,15989
40,233016,594085,31328,56131,32129
40,349524,892831,47010,184746,48354
40,466032,1725366,62483,212384,64412
