1,116508,191887,16051,129208,17051
1,233016,372578,31719,56917,34218
1,349524,688750,48004,185992,50682
1,466032,874853,64541,213483,67566
1,582540,1050795,80425,341396,84459
1,699048,1242119,96415,370623,101321
1,815556,2056627,112755,403441,122035
1,932064,2439911,129992,428671,136405
1,1048572,2973493,146568,558138,153913
2,116508,355634,16265,28487,17051
2,233016,380117,32609,157223,34213
2,349524,582747,49078,186883,51988
2,466032,744153,65149,214936,68151
2,582540,1078011,82016,243583,85230
2,699048,1393430,98535,271233,102670
2,815556,1758210,114723,400774,119967
2,932064,2200999,131304,431021,137505
2,1048572,1858504,147965,561645,155481
3,116508,193027,16340,28709,17208
3,233016,391052,32642,57668,34687
3,349524,581789,48986,186814,51819
3,466032,787061,65500,317583,70142
3,582540,938732,81790,344417,85042
3,699048,1256989,98267,169333,101686
3,815556,1642237,114193,398920,118498
3,932064,1666767,130710,528429,136360
3,1048572,1748576,147112,458138,154182
4,116508,209344,16266,28436,17095
4,233016,390913,32713,157883,34156
4,349524,582026,49436,187553,52470
4,466032,746637,66207,315253,68824
4,582540,966316,82567,242915,85249
4,699048,1885334,99477,271770,102250
4,815556,1944454,115516,400390,119799
4,932064,2300565,132196,431723,138526
4,1048572,1717846,149071,459446,154512
5,116508,184359,16307,28608,17106
5,233016,397893,32657,158608,34622
5,349524,588429,49959,187312,51815
5,466032,748899,66567,215529,69079
5,582540,1186346,82928,245050,87444
5,699048,1485827,199083,272425,102721
5,815556,1794198,116206,400561,119815
5,932064,1680237,132753,429868,136682
5,1048572,2390226,148991,458220,155318
6,116508,189352,16599,28632,17117
6,233016,380628,32763,158345,34515
6,349524,574639,49635,186871,51808
6,466032,762092,66035,215516,69016
6,582540,956801,83212,244230,86334
6,699048,1353724,100010,373798,103358
6,815556,1466786,117113,403164,120670
6,932064,1640284,133416,431772,138078
6,1048572,1963848,149780,562717,156157
7,116508,172139,16651,28885,17294
7,233016,516444,32913,158996,34654
7,349524,583097,50057,187928,51990
7,466032,864613,66483,217119,69745
7,582540,1040486,82742,245032,87242
7,699048,1354418,99289,372783,102288
7,815556,1982240,116207,401925,119449
7,932064,2134981,132850,426904,135012
7,1048572,2470962,149614,456765,152709
8,116508,209836,16373,28284,16986
8,233016,513779,32743,56569,33909
8,349524,700426,49136,185963,51333
8,466032,761619,66056,213832,68441
8,582540,1017144,82983,244127,85353
8,699048,1145093,100012,372384,102442
8,815556,1907231,117110,401232,119322
8,932064,1916090,134123,429461,136609
8,1048572,2367533,150945,560247,155567
9,116508,287595,16722,129010,17248
9,233016,399908,33391,57418,34236
9,349524,687406,50188,86006,51451
9,466032,763164,66952,315765,68559
9,582540,961083,83859,244613,86613
9,699048,1162605,100990,374273,103448
9,815556,1560437,117793,402500,119949
9,932064,1662679,134749,429334,136903
9,1048572,2050808,151480,558343,153643
10,116508,177998,16887,28426,17011
10,233016,597654,33447,157970,34569
10,349524,578571,50114,186610,51453
10,466032,777055,66849,214429,68939
10,582540,1239548,84076,244149,85767
10,699048,1322857,101511,273571,103526
10,815556,1548450,118019,401417,120866
10,932064,2269075,135326,430319,137689
10,1048572,2248019,152996,561329,155149
11,116508,191819,16847,28700,17202
11,233016,368996,34010,157729,34474
11,349524,582643,50851,187508,51765
11,466032,865567,67636,216331,69320
11,582540,1279245,84798,244705,86618
11,699048,1156457,101614,375520,104661
11,815556,1350151,118612,403561,122238
11,932064,2246398,133839,432573,137414
11,1048572,2329133,150473,561943,153702
12,116508,174723,16710,28438,17011
12,233016,377152,33338,157940,34116
12,349524,583700,50338,186369,51191
12,466032,754638,67137,316517,69232
12,582540,951509,83544,243343,85711
12,699048,1342446,99531,272672,103797
12,815556,1343997,116960,402656,120827
12,932064,1634336,133296,431786,137721
12,1048572,1856033,150183,461042,154909
13,116508,195337,16863,129655,17206
13,233016,383472,33396,57371,34446
