1,116508,186264,16133,28081,15947
1,233016,377026,32394,156577,32106
1,349524,559926,48716,184984,47850
1,466032,1104641,64965,212599,63568
1,582540,1136605,81219,241033,79484
1,699048,2014933,97232,367487,94945
1,815556,1693596,114133,395201,110869
1,932064,1814361,129658,425250,127683
1,1048572,2058426,146961,553878,144723
2,116508,188578,16318,28171,15921
2,233016,462689,32343,156973,32034
2,349524,908261,48861,184440,48178
2,466032,1056327,65497,212953,64182
2,582540,1031602,81884,241919,81205
2,699048,1645650,99499,370236,96416
2,815556,1555147,115630,398789,112670
2,932064,1465326,131644,424990,128473
2,1048572,2338297,148119,556225,145276
3,116508,203075,16304,28386,16052
3,233016,486680,32696,157379,32264
3,349524,576793,49780,185278,48578
3,466032,924860,65970,213301,65066
3,582540,1131497,82531,241943,81055
3,699048,1571227,98915,271215,97437
3,815556,1479479,215181,398720,112406
3,932064,1551997,130858,523183,127100
3,1048572,2079899,148151,451181,142691
4,116508,231996,16176,27848,15733
4,233016,704940,32477,55561,31684
4,349524,695744,49608,184476,47876
4,466032,733454,65568,212382,64341
4,582540,1155023,82788,340375,80364
4,699048,1533532,99688,269298,96221
4,815556,1959081,116598,396571,112247
4,932064,1550237,132683,529570,128421
4,1048572,2206622,150235,552457,144609
5,116508,205700,16309,28109,15888
5,233016,364865,32849,156414,32024
5,349524,829524,50029,84257,48143
5,466032,738017,66398,212290,64054
5,582540,1366219,83854,346690,80697
5,699048,1093626,100107,370505,96924
5,815556,1512358,117327,399280,113654
5,932064,2068486,133846,428152,131139
5,1048572,1759580,150405,457422,145237
6,116508,194449,16617,28445,16023
6,233016,354577,33523,56743,32232
6,349524,551694,50353,185466,48487
6,466032,925019,67047,313752,64126
6,582540,1130969,83355,341723,80042
6,699048,1131278,100367,370672,97541
6,815556,1407329,116513,401400,113019
6,932064,1835453,133595,426893,129002
6,1048572,2024780,150153,556138,145789
7,116508,181092,16586,28397,16102
7,233016,386652,33262,157450,32383
7,349524,671382,50235,185508,48718
7,466032,1103438,66787,213857,64837
7,582540,1033221,83761,342867,81108
7,699048,1741949,99625,371700,97301
7,815556,1908302,116628,399592,113668
7,932064,1671971,133094,530264,131376
7,1048572,1916253,149150,557946,146673
8,116508,186735,16626,28583,16179
8,233016,379351,33266,157328,32551
8,349524,926675,49544,85854,49185
8,466032,747651,66115,214806,65470
8,582540,1444363,82663,344189,81762
8,699048,1110224,99145,372218,96768
8,815556,1794006,115946,400428,112936
8,932064,1937457,133515,423581,128227
8,1048572,1988613,148704,452118,143478
9,116508,183368,16057,28055,15826
9,233016,382931,33193,55955,32079
9,349524,575084,49423,84499,48329
9,466032,1474917,65927,215374,64838
9,582540,1356086,83014,240925,79993
9,699048,1144517,99749,371216,98478
9,815556,1835333,117305,399118,112627
9,932064,1468099,134067,526008,128425
9,1048572,2365036,151499,454452,144596
10,116508,184022,16815,28148,15893
10,233016,463299,33422,56028,31990
10,349524,1043746,50267,184219,48108
10,466032,1123776,66726,313466,64386
10,582540,1003162,84342,241514,80479
10,699048,1406111,101112,370033,96832
10,815556,1869708,117350,398877,113335
10,932064,2119164,134223,428778,131341
10,1048572,1663574,151124,456182,145165
11,116508,191931,16797,28830,16280
11,233016,381308,33777,56745,32253
11,349524,564641,50465,185027,48155
11,466032,758522,66949,212701,64050
11,582540,931043,84158,240903,79990
11,699048,1836694,100475,371062,96752
11,815556,1563638,117619,402110,112887
11,932064,1625025,133756,530436,129542
11,1048572,2213622,151798,557686,145833
12,116508,187285,16725,28394,16076
12,233016,357253,33582,158692,33599
12,349524,830992,50446,186005,48746
12,466032,994393,67290,214486,64849
12,582540,1425314,84625,342711,80909
12,699048,2169189,101220,370282,97260
12,815556,1966124,117670,400841,114128
12,932064,2252238,134791,529290,130413
12,1048572,2000353,51547,561401,147343
13,116508,187388,16804,28708,16267
13,233016,353766,33559,57188,32700
13,349524,582616,50457,85863,49185
13,466032,721388,67363,215447,66304
13,582540,902093,83924,243195,81004
13,699048,1119815,101077,271778,97384
13,815556,1691666,117744,397919,112240
13,932064,1802456,134226,426660,129938
13,1048572,1680929,152306,455111,145020
14,116508,439216,16151,28340,16019
14,233016,808679,33204,157021,32421
14,349524,664045,50411,185652,48648
14,466032,747941,66666,213793,64769
14,582540,899682,84201,244167,82727
14,699048,1430501,101241,371113,97289
14,815556,1704980,118262,400205,114103
14,932064,2161731,135204,526600,129595
14,1048572,1922831,152551,556315,145707
15,116508,239087,16717,129055,16073
15,233016,696104,33891,157455,32792
15,349524,650188,50906,85588,48928
15,466032,728156,67664,214659,65061
15,582540,1617544,85243,243171,81391
15,699048,1612420,101725,371669,98226
15,815556,1653866,119299,401406,114696
15,932064,1546579,135136,530090,130448
15,1048572,1809662,153177,558464,146685
16,116508,180772,16816,28315,16104
16,233016,360751,33743,157433,32359
16,349524,568611,50764,185035,48655
16,466032,831487,67763,213109,64661
16,582540,918598,84339,243331,82000
16,699048,1659387,101305,371883,97795
16,815556,1285396,110199,398537,112513
16,932064,1479010,126940,422405,127626
16,1048572,2547139,142936,552571,143668
17,116508,192425,15613,27820,15830
17,233016,375078,31561,156379,31909
17,349524,662572,47360,184755,48638
17,466032,719268,63560,210978,62505
17,582540,901298,78292,238733,78084
17,699048,1734155,94384,267240,93964
17,815556,1851466,109593,395642,109716
17,932064,2299207,126010,422263,125035
17,1048572,1906336,143932,550515,40922
18,116508,203022,15553,27778,15509
18,233016,671286,31929,156194,31290
18,349524,750601,48060,184082,47046
18,466032,754363,64018,312066,62635
18,582540,1186888,80151,239022,78150
18,699048,1733191,95833,366943,94079
18,815556,1758064,112282,395531,109696
18,932064,1617504,127855,525287,125241
18,1048572,1885904,144151,453148,140688
19,116508,192691,15843,28555,15569
19,233016,497950,31686,155516,31283
19,349524,697755,48046,183872,47032
19,466032,849826,64023,210935,62562
19,582540,1049352,80164,236545,77607
19,699048,1461932,96204,270140,95151
19,815556,1579346,112420,397567,111045
19,932064,1480429,128351,425988,126694
19,1048572,1703988,144820,450554,141283
20,116508,385696,15698,27797,15561
20,233016,367029,31902,55480,31368
20,349524,563798,47901,183696,47122
20,466032,880921,63906,211732,62726
20,582540,929869,80127,239570,78640
20,699048,1105957,95948,267155,94218
20,815556,1572374,111660,395440,109960
20,932064,1937912,127832,524165,125597
20,1048572,1793462,144333,549974,141052
21,116508,202497,15633,27744,15567
21,233016,472283,31767,155380,31318
21,349524,554284,47952,183536,47154
21,466032,947398,64107,211102,62731
21,582540,1609405,80512,238765,78340
21,699048,1102890,95628,267905,95974
21,815556,1285934,111747,396109,111835
21,932064,1737167,127589,524492,127684
21,1048572,1897273,143977,451716,140674
22,116508,195212,15770,27909,15519
22,233016,380476,32212,155914,31231
22,349524,564804,47314,83319,46959
22,466032,1011166,62990,211770,62524
22,582540,1138810,79057,239735,78068
22,699048,1428359,95729,368306,93831
22,815556,1654211,112017,395444,109584
22,932064,1934313,128252,423674,124983
22,1048572,1653748,143993,551662,140807
23,116508,189584,15414,27867,15501
23,233016,383319,31465,55565,31250
23,349524,669292,47288,183687,47061
23,466032,977362,62881,211410,62563
23,582540,944717,78982,239438,78186
23,699048,1435025,94471,368160,93708
23,815556,1653608,110640,396312,109453
23,932064,1939598,126698,427349,125079
23,1048572,2175758,143030,449502,140352
24,116508,301520,15752,127947,15496
24,233016,390950,31392,55477,31205
24,349524,561706,47366,183484,46943
24,466032,973367,62991,212809,62454
24,582540,1108151,78951,239289,78033
24,699048,1110310,95189,368291,93898
24,815556,1533965,110966,396008,109558
24,932064,1508861,126088,429275,125080
24,1048572,1803933,142219,455130,140813
25,116508,193588,15354,27768,15482
25,233016,394430,31424,156624,31572
25,349524,562635,47632,83393,47005
25,466032,739858,63495,211185,62488
25,582540,1201247,79307,239274,78008
25,699048,1238450,95305,367722,93831
25,815556,1282921,111273,395066,109340
25,932064,1813186,127419,523678,125103
25,1048572,1961059,143799,450833,140505
26,116508,179474,15355,128105,15489
26,233016,391270,31759,55378,31186
26,349524,595523,47075,182188,46594
26,466032,763824,63289,311405,62406
26,582540,1440652,78765,339895,78076
26,699048,1712518,95066,367784,93888
26,815556,1460609,111432,395351,109465
26,932064,1963598,125182,419823,125746
26,1048572,1880932,141403,551848,142647
27,116508,355634,15383,27441,15574
27,233016,493224,31287,156257,31683
27,349524,552796,46912,82575,47037
27,466032,854461,64140,211227,62604
27,582540,1249251,80281,340582,78205
27,699048,1458541,95904,266760,94016
27,815556,1305451,111751,395653,109736
27,932064,1781739,127134,422561,125336
27,1048572,1691311,143063,450576,141206
28,116508,184137,15943,128760,15551
28,233016,372729,31781,55595,31317
28,349524,692646,47739,184186,47067
28,466032,997447,63518,209939,62441
28,582540,1461995,78798,341648,79212
28,699048,1156371,93592,268911,95209
28,815556,1284027,109433,396981,111046
28,932064,2126882,125545,526453,128293
28,1048572,1768603,142279,453347,144314
29,116508,187929,15821,28186,15926
29,233016,390845,31473,156705,32051
29,349524,560432,47800,184863,48225
29,466032,734288,63117,213053,64036
29,582540,1024169,80259,241374,80314
29,699048,1718154,96680,267131,95268
29,815556,1288361,112893,395358,110993
29,932064,1724989,128848,425185,126795
29,1048572,2203694,144297,553716,142707
30,116508,188438,15998,28066,15720
30,233016,465116,32243,55912,31649
30,349524,543717,48218,184529,47655
30,466032,1563369,64377,212746,63367
30,582540,909044,80089,340151,79155
30,699048,1765552,96781,268953,95278
30,815556,1303179,112292,397041,111153
30,932064,1624942,129488,525793,127100
30,1048572,2035915,145753,552658,142604
31,116508,197467,16344,27898,15703
31,233016,374815,32331,155897,31595
31,349524,556370,48832,183905,47628
31,466032,758570,64585,312435,63312
31,582540,931666,81175,342623,80333
31,699048,1193316,95974,369897,96519
31,815556,1791018,111182,398143,112712
31,932064,1606789,128122,527386,128647
31,1048572,1936562,145490,553352,143627
32,116508,193888,16377,128255,15831
32,233016,368075,32329,156295,31825
32,349524,778464,47522,183386,46740
32,466032,740126,62827,212389,63474
32,582540,1129534,79284,340782,79507
32,699048,1325386,95137,368260,95552
32,815556,1423287,111015,395191,111526
32,932064,2515878,127008,422813,127099
32,1048572,1877179,141641,449287,141491
33,116508,390736,15632,128547,15584
33,233016,379884,31553,55260,31423
33,349524,679014,47152,184230,47281
33,466032,1227234,63071,311188,62924
33,582540,931365,78753,339196,78568
33,699048,1478349,95291,366810,93886
33,815556,1524803,110838,394360,109785
33,932064,1769388,127224,523276,125576
33,1048572,1970480,143365,451189,140835
34,116508,181997,15483,27778,15508
34,233016,358141,31632,55450,31262
34,349524,665703,47696,183606,47038
34,466032,1011007,63363,211669,62881
34,582540,1009951,79584,238924,78113
34,699048,1211925,95542,367497,93876
34,815556,1408971,111626,394716,109668
34,932064,2103516,127848,423116,125129
34,1048572,2196517,143271,450942,140835
35,116508,201885,15262,27760,15525
35,233016,485938,31690,155560,31280
35,349524,859132,47651,183680,47033
35,466032,869371,64231,211555,62568
35,582540,1047347,79703,339442,78261
35,699048,1433720,95588,367095,95339
35,815556,1487953,111884,394999,109673
35,932064,1927575,227706,422450,125175
35,1048572,2929329,143859,552837,143024
36,116508,307796,15892,28016,15778
36,233016,344782,32061,156201,31736
36,349524,780844,48270,184408,47798
36,466032,836639,63982,313153,63584
36,582540,946881,80602,340776,79386
36,699048,1582448,96188,368290,95305
36,815556,1739218,112206,398178,112670
36,932064,2541305,127347,526100,128683
36,1048572,2174292,143671,452481,143932
37,116508,188003,15915,27841,15592
37,233016,461538,31471,55303,31344
37,349524,663856,47570,183316,47098
37,466032,1062411,63511,211118,62547
37,582540,1132745,79218,239400,78211
37,699048,1530798,95228,367770,93907
37,815556,1302615,111498,395423,109446
37,932064,2344107,126853,523349,125009
37,1048572,2380616,143065,451675,140766
38,116508,387323,15772,128306,15476
38,233016,714538,31534,155733,31262
38,349524,841966,47666,83406,46977
38,466032,841769,63933,211074,62434
38,582540,1121885,78661,239797,78107
38,699048,1312907,194671,366557,93753
38,815556,1506950,111317,395575,109605
38,932064,1921596,125539,422791,125162
38,1048572,2275569,141972,551157,140736
39,116508,181965,15166,27861,15519
39,233016,359913,30982,155475,31192
39,349524,580379,47050,183498,46941
39,466032,742422,63482,211692,62489
39,582540,1119477,79082,239350,78044
39,699048,1142152,94442,367790,93696
39,815556,2229841,210283,392937,110001
39,932064,2404990,127049,422374,124978
39,1048572,2406805,142882,451241,140619
40,116508,182314,15410,27771,15468
40,233016,384073,31222,156106,31272
40,349524,568879,46686,83231,46951
40,466032,848854,63267,211207,62515
40,582540,1016400,77679,239050,78123
40,699048,1429722,93166,367917,93879
40,815556,1479632,108949,394552,109264
40,932064,1905244,126605,423817,125103
40,1048572,2264230,141822,551860,140820
