13146808,160153
6685765,159960
5221844,149850
3734890,149758
3283456,152384
2380827,151916
2695106,150705
2066865,150361
3068046,151192
2744312,150983
2739368,150256
2818187,150092
2187483,148652
2048247,148691
2491233,149123
1887538,150620
2560902,150796
2298804,152421
2522544,152865
2116323,153306
2146942,151439
2270515,149655
2184678,147191
1718490,147286
2535020,147068
2155306,146178
2521132,146471
1999310,147013
2155485,147340
2168417,146805
1977767,147506
1985706,148198
2509392,149077
2056340,150051
2200863,149291
2228103,148391
1952896,150814
2014898,150547
1798728,150034
1995301,150697
